reagent_type,top_k,accuracy
overall,1,0.3946360153256705
overall,2,0.5526819923371648
overall,3,0.6522988505747126
overall,4,0.7490421455938697
overall,5,0.8247126436781609
overall,6,0.8505747126436781
overall,7,0.8716475095785441
overall,8,0.8879310344827587
overall,9,0.9013409961685823
overall,10,0.9099616858237548
coarse_solvent,1,0.446360153256705
coarse_solvent,2,0.6350574712643678
coarse_solvent,3,0.7557471264367817
coarse_solvent,4,0.8582375478927203
coarse_solvent,5,0.9425287356321839
coarse_solvent,6,0.9588122605363985
coarse_solvent,7,0.9731800766283525
coarse_solvent,8,0.9818007662835249
coarse_solvent,9,0.9837164750957854
coarse_solvent,10,0.9846743295019157
base,1,0.8467432950191571
base,2,0.8601532567049809
base,3,0.8706896551724138
base,4,0.8850574712643678
base,5,0.8946360153256705
base,6,0.9243295019157088
base,7,0.9415708812260536
base,8,0.9473180076628352
base,9,0.9530651340996169
base,10,0.9645593869731801
