reagent_type,top_k,accuracy
overall,1,0.37547892720306514
overall,2,0.5373563218390804
overall,3,0.6580459770114943
overall,4,0.7471264367816092
overall,5,0.8122605363984674
overall,6,0.8448275862068966
overall,7,0.8783524904214559
overall,8,0.8975095785440613
overall,9,0.9128352490421456
overall,10,0.921455938697318
coarse_solvent,1,0.4482758620689655
coarse_solvent,2,0.6408045977011494
coarse_solvent,3,0.7873563218390804
coarse_solvent,4,0.8898467432950191
coarse_solvent,5,0.9559386973180076
coarse_solvent,6,0.9674329501915708
coarse_solvent,7,0.9741379310344828
coarse_solvent,8,0.9904214559386973
coarse_solvent,9,0.9904214559386973
coarse_solvent,10,0.9913793103448276
base,1,0.8371647509578544
base,2,0.8381226053639846
base,3,0.8390804597701149
base,4,0.842911877394636
base,5,0.8591954022988506
base,6,0.9080459770114943
base,7,0.9559386973180076
base,8,0.9760536398467433
base,9,0.9798850574712644
base,10,0.9808429118773946
