reagent_type,top_k,accuracy
overall,1,0.04980842911877394
overall,2,0.10632183908045977
overall,3,0.15134099616858238
overall,4,0.18486590038314177
overall,5,0.21168582375478928
overall,6,0.23659003831417624
overall,7,0.25766283524904215
overall,8,0.2768199233716475
overall,9,0.2950191570881226
overall,10,0.30842911877394635
exact_solvent,1,0.08524904214559387
exact_solvent,2,0.22796934865900384
exact_solvent,3,0.22796934865900384
exact_solvent,4,0.28544061302681994
exact_solvent,5,0.28544061302681994
exact_solvent,6,0.32088122605363983
exact_solvent,7,0.38026819923371646
exact_solvent,8,0.38026819923371646
exact_solvent,9,0.4521072796934866
exact_solvent,10,0.4789272030651341
exact_base,1,0.4118773946360153
exact_base,2,0.5450191570881227
exact_base,3,0.7576628352490421
exact_base,4,0.7576628352490421
exact_base,5,0.7576628352490421
exact_base,6,0.7576628352490421
exact_base,7,0.7576628352490421
exact_base,8,0.7576628352490421
exact_base,9,0.7576628352490421
exact_base,10,0.7576628352490421
